SubjectAssertion_id,external_id
sa_9b673cd5503e7c7b3020f658c6b2180f,GSS1410
sa_49cbe42c94c89af2cf12445a4fb3d271,GSS1727
sa_963125c818d3fe1ca30c3881a30eb6b5,GSS1420
sa_2aa858692bd0607d0e864d63adff2e2d,GSS1326
sa_3da49b6611c01bd6c1095e5fd080ba18,GSS1261
sa_10d01ac2c76986c12e51d72034404c63,GSS1516
sa_89557b5a0dfd008a5f3384b924d67ab7,GSS1888
sa_0a9b39eab3b7f04a2a567e67c9e1adbf,GSS1465
sa_9a977664a9f77e2e4a27128e7dd0b544,GSS1383
sa_7ff79a8ac8a72743aca8a6499ff1a350,GSS1964
sa_f8f0c668d76b4ebc9de790c9e203fa6e,GSS1481
sa_11826bd9a4a763a33a1c26471021ee6c,GSS1345
sa_b506d3a0c278c58f9eb73de467a7bc77,GSS1516
sa_583263d9af663a002cb7359f772272f6,GSS1391
sa_f2607fe778d1b9f96f8e23af201a14e5,GSS1420
sa_4e2e077599faf734c43af73bf45a011a,GSS1338
sa_77b35d990b48e1d1fcb685b27d3d2a87,GSS1377
sa_64b355076f2120129e756ad012c24a3b,GSS1698
sa_1abdb0a1e261abcd64ed9c70bcfe1656,GSS1638
sa_e92994e5540eb18c5bc2c2bc44c105e4,GSS1918
sa_f6bf99b1b0aca41b938624487bac649c,GSS1613
sa_5c4426f05166ef293725b7ba1eb84c35,GSS1338
sa_c0145343ec14b4e406d19ebe66fd1d8f,GSS1432
sa_990bb47ff526c2c490adf7e5019191d8,GSS1540
sa_649dcc261c2b1df7e502706062280b48,GSS1481
sa_31f67df671071699fe88ae08463d9649,GSS1787
sa_a130d6b879c261854075ba90f671cbd6,GSS1614
sa_c519545a7d42c5e5c8b0e4ad97a79e0d,GSS1704
sa_c71e80feb24b7ea3cfec2532e7cc6694,GSS1313
sa_2e4c134e086598f5cedc7480d0225c39,GSS1339
sa_2e3c13edb9396a9619c05321ebee7bf6,GSS1391
sa_fa9da139dccb15388d8d8b061c6c36e6,GSS1734
sa_e85e0d3ab862d3796cb9581232258f78,GSS1734
sa_83700e0def331aff7926bdf406200f2d,GSS1540
sa_ea45e7abda9f22020ab1b517b98f9e3b,GSS1247
sa_611c848fba677277454125b62cda7dab,GSS1314
sa_e7ed3164755c8bb9651660fba89fc1bd,GSS1336
sa_2c5096893a2ce895c659b3b175d20490,GSS1752
sa_c84ac4f7a609afbe2027ab86089b8003,GSS1376
sa_616ee3e7ef8464fa30d58fae65b5d263,GSS1609
sa_0f289dc80fe1a532076d1db8db2ee2a9,GSS1432
sa_de07f3b1062d8290ef64f2b50c6478c8,GSS1124
sa_325d1abec567eb368097061ff117713b,GSS1313
sa_f65c20d383cb8e4f6e6e720acf49dc8d,GSS1745
sa_c90ea0ea1929705ca7d5c275889af7e4,GSS1533
sa_0ab483bd17c0b698cc8354159fedcf04,GSS1343
sa_aa0e5ac1fc6f8184b67d5c0313005e23,GSS1533
sa_248898448ed75f5b0c3811f167331521,GSS1787
sa_768b45c486409ddfe5acd51a320d4959,GSS1202
sa_ad7cec99fa985d3ee46220bfe906f72d,GSS1608
sa_8983e59d7a7fed40eb77bac6f2869110,GSS1460
sa_c9f739a3e6f1345a0239933d5fc631b3,GSS1339
sa_9e1e3f4db508ccb4d96593dcb0e5b03d,GSS1651
sa_e58c23f79149d3b9b83e7c0dca6c9a67,GSS1665
sa_654846e398cf2bca7520edd98f483b15,GSS1370
sa_68a729988af2fc015bc2ed9f6aa9028c,GSS1516
sa_e8af72af8f8228eee913fc091abbc3b1,GSS1392
sa_c4fd0ef0311802533ccc3cc8f9947498,GSS1608
sa_c4e6931e3c36099c7e264b8ce75add57,GSS1608
sa_0a1e3c269e5b53b7f288785ed0571be2,GSS1261
sa_c8aaf44f39eb95f0f6e0356cde80892e,GSS1507
sa_52a7d8fa5c83e223bf80f31dccb3f17d,GSS1119
sa_dd6a023dcbb85ca030a17ec59a32b17f,GSS1787
sa_57231b311cf7359b4bdd9fda4059b352,GSS1254
sa_6f87980c74364e0695d8d43fab113741,GSS1516
sa_b98217ddbc2b185ce0882d7d96f6d90f,GSS1787
sa_e5d4a2ad62a98c7eeaec95a8c00d35c7,GSS1314
sa_29626ff52a8939df74948b96d896b601,GSS1605
sa_ada8ec498d597191daed94a9ddb29a2b,GSS1665
sa_e9b21567d4dacb5e8f4e6d1ea16225c1,GSS1608
sa_f9b140d6c84604bc4c8199bc48aa4425,GSS1608
sa_3e000d5b5619a455c72060ab91a64a7b,GSS1254
sa_701b7674c9872078dab1bfee4025d27f,GSS1261
sa_504767639f696cdaed5abf92a1f62d0a,GSS1481
sa_53b7409d219f25cd3c275d18c060e086,GSS1698
sa_cd2d5dd80d577c9269f1c0bc799b6037,GSS1391
sa_4bb1c1c5fd7709b2c76500886560f808,GSS1259
sa_a1938ad262d685188587c8bc05156884,GSS1338
sa_84f88cdbe2b704833fd86e4ff073fcb0,GSS1370
sa_023b0ab4fbad5e0a8d4f833a2282c483,GSS1468
sa_1451c89c4e87119fb8da20b97f0c71bc,GSS1108
sa_e4eb0634d686888c1becfd519df45f66,GSS1317
sa_aa358df97022e3c4237aa834dc18de1c,GSS1714
sa_4155d47c51cf568de511f9e401c00261,GSS1383
sa_4693c7600e850ccd33ed8b2d7271b874,GSS1383
sa_24ff88a290f32e2a38b2f9f0847a0b57,GSS1403
sa_c0702b819e918dfaf35f3805c5a20373,GSS1619
sa_e33f055e1110ab828d307a30da0ccc96,GSS2063
sa_740aec83f09fd6d00121477a704d93d8,GSS1392
sa_dd03bbfd1eba30fe308b3d565db0e456,GSS1418
sa_18f428f2fabb33b0bda6c24635a0d136,GSS1708
